,Date,TYPE,YEAR,MONTH,DAY,HOUR,MINUTE,HUNDRED_BLOCK,NEIGHBOURHOOD,X,Y,Latitude,Longitude
120167,2005-06-01,Theft of Bicycle,2005,6,2,10.0,30.0,11XX ALBERNI ST,West End,490894.95,5459283.89,49.2862385,-123.1252027
275790,2009-09-01,Mischief,2009,9,2,19.0,15.0,7XX W GEORGIA ST,Central Business District,491401.32,5458865.33,49.28248082,-123.1182307
371819,2012-10-01,Theft from Vehicle,2012,10,10,18.0,0.0,36XX E 22ND AVE,Renfrew Collingwood,498159.19,5455324.05,49.25068402,-123.0252946
161756,2006-04-01,Other Theft,2006,4,23,10.0,6.0,17XX E BROADWAY AVE,Kensington Cedar Cottage,495037.21,5456613.97,49.26226976,-123.0682098
213250,2007-08-01,Theft of Vehicle,2007,8,21,0.0,0.0,4XX E 37TH AVE,Riley Park,493005.31,5453819.21,49.23711044,-123.0960879
281552,2009-11-01,Mischief,2009,11,6,5.0,38.0,12XX E 12TH AVE,Mount Pleasant,494331.39,5456316.95,49.25959187,-123.0779066
337052,2011-04-01,Mischief,2011,4,7,15.0,6.0,7XX W GEORGIA ST,Central Business District,491407.74,5458871.84,49.28253947,-123.1181426
150910,2006-09-01,Break and Enter Residential/Other,2006,9,11,8.0,15.0,7XX E PENDER ST,Strathcona,493610.43,5458601.01,49.2801303,-123.0878515
345296,2011-04-01,Other Theft,2011,4,4,20.0,24.0,34XX DUNBAR ST,Dunbar Southlands,486523.92,5455930.92,49.25599729,-123.1851951
168142,2006-11-01,Theft from Vehicle,2006,11,10,18.0,0.0,52XX KILLARNEY ST,Renfrew Collingwood,496720.37,5453795.86,49.23693157,-123.045053
302277,2010-07-01,Break and Enter Residential/Other,2010,7,12,8.0,0.0,14XX CEDAR COTTAGE MEWS,Kensington Cedar Cottage,494541.59,5455120.13,49.24882814,-123.0750014
51582,2004-02-01,Break and Enter Commercial,2004,2,27,18.0,0.0,10XX W HASTINGS ST,Central Business District,491386.31,5459438.41,49.28763555,-123.1184494
390592,2013-12-01,Theft from Vehicle,2013,12,2,23.0,30.0,17XX FRANCES ST,Grandview Woodland,494991.39,5458518.25,49.27939874,-123.0688634
57935,2004-03-01,Theft of Bicycle,2004,3,21,22.0,0.0,19XX PINE ST,Fairview,489575.46,5457281.92,49.26820938,-123.1432947
127183,2005-09-01,Mischief,2005,9,25,13.0,12.0,2X W HASTINGS ST,Central Business District,492362.4,5458761.35,49.28155827,-123.105014
452553,2015-01-01,Theft from Vehicle,2015,1,29,17.0,6.0,21XX STANLEY PARK DR,Stanley Park,491432.56,5460812.29,49.29999444,-123.1178429
227376,2008-03-01,Theft from Vehicle,2008,3,30,13.0,32.0,8XX E 6TH AVE,Mount Pleasant,493667.93,5456946.14,49.26524505,-123.0870348
507280,2016-11-01,Theft from Vehicle,2016,11,7,19.0,0.0,7XX W 15TH AVE,Fairview,491189.16,5456108.59,49.25768044,-123.1210871
371326,2012-05-01,Theft from Vehicle,2012,5,25,11.0,0.0,33XX E 2ND AVE,Hastings Sunrise,497624.58,5457305.34,49.26850429,-123.0326525
375396,2012-09-01,Theft from Vehicle,2012,9,4,21.0,0.0,7XX W 70TH AVE,Marpole,491129.53,5450638.2,49.20847216,-123.1217856
357706,2012-09-01,Mischief,2012,9,28,8.0,0.0,30XX E HASTINGS ST,Hastings Sunrise,497152.65,5458708.02,49.28111964,-123.0391496
270840,2009-07-01,Other Theft,2009,7,6,19.0,8.0,11XX ALBERNI ST,West End,490962.87,5459218.11,49.2856478,-123.1242673
415686,2014-10-01,Mischief,2014,10,21,2.0,56.0,8X W PENDER ST,Central Business District,492208.56,5458693.0,49.28094151,-123.1071279
515554,2017-04-01,Theft from Vehicle,2017,4,19,19.0,30.0,24XX W 8TH AVE,Kitsilano,488332.02,5456915.64,49.26489217,-123.1603761
529057,2017-05-01,Theft of Vehicle,2017,5,1,0.0,0.0,10XX NELSON ST,West End,490794.89,5458754.79,49.28147766,-123.1265665
422553,2014-04-01,Other Theft,2014,4,20,16.0,31.0,3XX E BROADWAY AVE,Mount Pleasant,492933.9,5456669.39,49.26274759,-123.0971192
470549,2015-01-01,Theft from Vehicle,2015,1,7,6.0,56.0,1XX KEEFER ST,Central Business District,492592.45,5458511.04,49.27930952,-123.1018463
131919,2005-12-01,Theft of Vehicle,2005,12,14,10.0,0.0,32XX W 11TH AVE,Kitsilano,487164.51,5456646.19,49.26244504,-123.1764148
131555,2005-05-01,Break and Enter Residential/Other,2005,5,14,20.0,0.0,12XX W 6TH AVE,Fairview,490405.83,5457037.09,49.26602069,-123.1318747
526451,2017-04-01,Theft from Vehicle,2017,4,4,17.0,0.0,11XX HOWE ST,Central Business District,490851.79,5458444.35,49.27868606,-123.125777
33600,2003-10-01,Theft from Vehicle,2003,10,4,21.0,0.0,44XX W 14TH AVE,West Point Grey,484806.57,5456406.79,49.26023757,-123.2088137
503969,2016-07-01,Theft from Vehicle,2016,7,12,19.0,24.0,72XX CYPRESS ST,Kerrisdale,489104.94,5451955.36,49.22028769,-123.1496175
400866,2013-03-01,Theft from Vehicle,2013,3,27,14.0,30.0,CAMBIE ST / W PENDER ST,Central Business District,491994.95,5458762.17,49.28156094,-123.1100663
387001,2013-03-01,Mischief,2013,3,11,10.0,34.0,2X W HASTINGS ST,Central Business District,492362.4,5458761.35,49.28155827,-123.105014
211763,2007-07-01,Theft from Vehicle,2007,7,18,22.0,15.0,MACKENZIE ST / W BROADWAY AVE,Kitsilano,487626.33,5456828.4,49.26409356,-123.1700731
173737,2006-03-01,Theft from Vehicle,2006,3,13,22.0,30.0,38XX DUNBAR ST,Dunbar Southlands,486529.28,5455576.78,49.25281186,-123.1851096
373707,2012-03-01,Theft from Vehicle,2012,3,13,16.0,0.0,5XX HORNBY ST,Central Business District,491449.68,5459186.29,49.28536858,-123.1175726
72540,2004-11-01,Mischief,2004,11,18,19.0,0.0,RAYMUR AVE / VENABLES ST,Strathcona,493991.31,5458233.92,49.27683213,-123.0826092
298635,2010-07-01,Theft from Vehicle,2010,7,31,15.0,45.0,E 51ST AVE / PRINCE ALBERT ST,Sunset,493587.26,5452309.01,49.22353219,-123.0880694
24645,2003-05-01,Theft from Vehicle,2003,5,22,4.0,0.0,8XX DUNSMUIR ST,Central Business District,491400.23,5459120.95,49.28478015,-123.1182512
369644,2012-11-01,Theft from Vehicle,2012,11,9,17.0,0.0,23XX BOUNDARY RD,Renfrew Collingwood,498268.81,5456777.26,49.26375627,-123.0237946
83450,2004-07-01,Break and Enter Residential/Other,2004,7,10,5.0,0.0,11XX HARO ST,West End,490746.68,5459115.7,49.28472338,-123.1272377
246548,2008-02-01,Mischief,2008,2,3,18.0,0.0,4XX HEATLEY AVE,Strathcona,493492.82,5458710.65,49.28111529,-123.0894704
166477,2006-05-01,Break and Enter Residential/Other,2006,5,3,22.0,51.0,22XX E 2ND AVE,Grandview Woodland,495646.88,5457323.87,49.26866009,-123.0598381
53267,2004-02-01,Theft from Vehicle,2004,2,2,15.0,0.0,8XX W 16TH AVE,Fairview,491061.62,5456042.4,49.2570832,-123.1228384
361033,2012-05-01,Theft of Vehicle,2012,5,28,16.0,0.0,8XX BIDWELL ST,West End,490229.22,5459712.09,49.29007993,-123.1343676
249520,2008-04-01,Theft of Vehicle,2008,4,20,14.0,0.0,34XX E 1ST AVE,Hastings Sunrise,497735.52,5457424.23,49.26957415,-123.0311282
86617,2004-03-01,Theft from Vehicle,2004,3,29,21.0,0.0,21XX W 5TH AVE,Kitsilano,488788.68,5457183.73,49.26731223,-123.1541069
484877,2016-10-01,Theft from Vehicle,2016,10,11,20.0,0.0,32XX E 16TH AVE,Renfrew Collingwood,497374.95,5455863.15,49.25553048,-123.0360744
244694,2008-07-01,Theft from Vehicle,2008,7,4,15.0,0.0,4XX FELLOWES ST,Hastings Sunrise,498027.25,5459574.6,49.28891812,-123.0271286
357928,2012-05-01,Mischief,2012,5,10,9.0,30.0,34XX MONMOUTH AVE,Renfrew Collingwood,497681.01,5454345.93,49.24188398,-123.0318596
470774,2015-03-01,Vehicle Collision or Pedestrian Struck (with Injury),2015,3,26,6.0,57.0,11XX PARK DR,Marpole,490412.0,5451356.0,49.21491815,-123.1316539
35881,2003-03-01,Mischief,2003,3,23,3.0,0.0,29XX W 32ND AVE,Dunbar Southlands,487578.62,5454506.78,49.24320921,-123.1706568
207705,2007-10-01,Theft of Bicycle,2007,10,30,13.0,45.0,45XX OAK ST,South Cambie,490713.84,5454739.59,49.24535898,-123.1275877
220330,2007-02-01,Theft from Vehicle,2007,2,13,8.0,0.0,9XX W CORDOVA ST,Central Business District,491637.49,5459386.58,49.28717282,-123.1149943
149634,2006-06-01,Mischief,2006,6,21,16.0,0.0,77XX WINDSOR ST,Sunset,493754.26,5451271.52,49.21420142,-123.0857597
279240,2009-02-01,Other Theft,2009,2,17,15.0,51.0,63XX FRASER ST,Sunset,493391.44,5452727.13,49.2272912,-123.0907656
391724,2013-03-01,Theft of Vehicle,2013,3,13,11.0,20.0,8XX W 71ST AVE,Marpole,490799.14,5450454.49,49.20681477,-123.1263174
524145,2017-03-01,Mischief,2017,3,13,9.0,50.0,6XX W 41ST AVE,Oakridge,491253.17,5453429.86,49.23358562,-123.120149
253556,2008-08-01,Theft of Vehicle,2008,8,7,20.0,0.0,9XX HOMER ST,Central Business District,491346.91,5458384.18,49.27815203,-123.1189684
313447,2010-02-01,Other Theft,2010,2,12,13.0,27.0,11XX ALBERNI ST,West End,490962.87,5459218.11,49.2856478,-123.1242673
348295,2011-07-01,Break and Enter Residential/Other,2011,7,16,10.0,0.0,4XX E 44TH AVE,Sunset,493087.44,5453041.58,49.2301164,-123.0949463
116634,2005-11-01,Other Theft,2005,11,21,11.0,48.0,7XX GRANVILLE ST,Central Business District,491398.87,5458862.01,49.28245092,-123.1182643
24373,2003-10-01,Theft from Vehicle,2003,10,17,8.0,0.0,8XX HOMER ST,Central Business District,491437.73,5458462.76,49.27886015,-123.1177214
261877,2009-04-01,Theft of Vehicle,2009,4,11,19.0,15.0,10XX BURRARD ST,Central Business District,490730.37,5458609.87,49.28017311,-123.1274502
69428,2004-06-01,Theft of Vehicle,2004,6,16,18.0,0.0,8XX KINGSWAY AVE,Kensington Cedar Cottage,493712.22,5455825.19,49.25516234,-123.0864084
293318,2010-03-01,Other Theft,2010,3,19,18.0,34.0,18XX E HASTINGS ST,Grandview Woodland,495079.35,5458717.61,49.28119273,-123.0676565
433095,2014-10-01,Mischief,2014,10,18,18.0,40.0,14XX ROBSON ST,West End,490542.75,5459472.14,49.28792648,-123.1300502
261846,2009-04-01,Theft from Vehicle,2009,4,14,22.0,30.0,21XX W 3RD AVE,Kitsilano,488832.65,5457379.72,49.269076,-123.153508
211631,2007-04-01,Theft of Vehicle,2007,4,8,17.0,41.0,35XX PRICE ST,Renfrew Collingwood,497933.53,5454319.49,49.24164705,-123.0283902
398746,2013-01-01,Other Theft,2013,1,12,13.0,10.0,7XX W GEORGIA ST,Central Business District,491407.74,5458871.84,49.28253947,-123.1181426
374888,2012-05-01,Other Theft,2012,5,11,16.0,16.0,23XX W 4TH AVE,Kitsilano,488511.63,5457287.33,49.26823899,-123.1579181
97737,2004-04-01,Theft from Vehicle,2004,4,1,6.0,0.0,6XX ALEXANDER ST,Strathcona,493338.88,5459021.36,49.28390852,-123.0915921
338866,2011-03-01,Vehicle Collision or Pedestrian Struck (with Injury),2011,3,28,23.0,41.0,4XX BLOCK E PENDER ST,Strathcona,493082.0,5458620.0,49.28029537,-123.0951174
442010,2015-02-01,Mischief,2015,2,14,0.0,0.0,46XX NANAIMO ST,Kensington Cedar Cottage,495861.73,5454492.18,49.24318994,-123.0568555
119154,2005-12-01,Theft from Vehicle,2005,12,21,1.0,0.0,COTTON DR / KITCHENER ST,Grandview Woodland,494796.92,5457712.27,49.27214718,-123.0715267
424280,2014-10-01,Theft from Vehicle,2014,10,5,9.0,0.0,15XX MARINER WALK,Fairview,489855.79,5457513.04,49.27029306,-123.1394472
77893,2004-10-01,Theft from Vehicle,2004,10,19,19.0,0.0,11XX BURRARD ST,Central Business District,490715.25,5458594.52,49.28003481,-123.1276577
88355,2004-10-01,Theft from Vehicle,2004,10,20,21.0,30.0,26XX CHARLES ST,Hastings Sunrise,496280.56,5457831.66,49.27323194,-123.0511322
234087,2008-07-01,Other Theft,2008,7,28,15.0,58.0,6XX GRANVILLE ST,Central Business District,491445.91,5458896.41,49.28276102,-123.1176182
333139,2011-09-01,Break and Enter Commercial,2011,9,20,4.0,39.0,18XX FIR ST,Fairview,489753.17,5457436.48,49.26960268,-123.1408559
241715,2008-08-01,Theft from Vehicle,2008,8,11,5.0,31.0,9XX SEYMOUR ST,Central Business District,491239.43,5458541.49,49.27956553,-123.1204496
143198,2005-01-01,Mischief,2005,1,4,22.0,0.0,17XX GARDEN DR,Grandview Woodland,495784.03,5457411.73,49.26945137,-123.0579537
208687,2007-09-01,Theft of Vehicle,2007,9,18,14.0,40.0,13XX JERVIS ST,West End,489988.41,5458694.43,49.28092204,-123.1376537
426177,2014-12-01,Theft from Vehicle,2014,12,1,12.0,0.0,14XX CHARLES ST,Grandview Woodland,494585.98,5457810.4,49.27302805,-123.0744278
511087,2016-05-01,Theft from Vehicle,2016,5,5,17.0,0.0,1XX WATER ST,Central Business District,492227.15,5459025.27,49.28393057,-123.1068788
59339,2004-04-01,Theft of Bicycle,2004,4,10,13.0,0.0,TRAFALGAR ST / W 4TH AVE,Kitsilano,488029.97,5457298.01,49.26832582,-123.1645392
141116,2005-03-01,Vehicle Collision or Pedestrian Struck (with Injury),2005,3,9,22.0,10.0,BURRARD ST / W GEORGIA ST,West End,491193.0,5459080.0,49.28440884,-123.1210998
500171,2016-11-01,Mischief,2016,11,2,17.0,39.0,26XX FRANKLIN ST,Hastings Sunrise,496270.33,5458818.35,49.28210733,-123.0512821
381125,2013-11-01,Theft from Vehicle,2013,11,14,15.0,30.0,56XX STANLEY PARK DR,Stanley Park,489604.01,5462178.69,49.31225697,-123.1430296
88933,2004-02-01,Theft from Vehicle,2004,2,26,10.0,0.0,28XX COMMERCIAL DR,Kensington Cedar Cottage,494922.35,5456310.92,49.25954282,-123.0697846
229691,2008-06-01,Mischief,2008,6,29,20.0,35.0,68XX HEATHER ST,Oakridge,490997.78,5452256.19,49.22302448,-123.1236307
158201,2006-03-01,Break and Enter Residential/Other,2006,3,15,2.0,0.0,11XX BEACH AVE,West End,490086.19,5458429.36,49.27853929,-123.1363027
488782,2016-02-01,Theft of Vehicle,2016,2,28,12.0,0.0,41XX SALISH DR,Musqueam,485657.9,5453347.79,49.23274188,-123.1970039
246600,2008-07-01,Theft from Vehicle,2008,7,29,17.0,40.0,3XX E BROADWAY AVE,Mount Pleasant,492864.47,5456682.27,49.26286264,-123.0980737
369990,2012-01-01,Theft of Vehicle,2012,1,18,23.0,0.0,15XX NELSON ST,West End,490225.28,5459320.43,49.28655683,-123.1344122
127936,2005-10-01,Theft from Vehicle,2005,10,5,19.0,0.0,7XX NELSON ST,Central Business District,491028.08,5458523.52,49.27940082,-123.123355
104167,2005-02-01,Break and Enter Residential/Other,2005,2,2,23.0,0.0,26XX ASH ST,Fairview,491449.61,5456583.23,49.26195362,-123.1175179
442974,2015-06-01,Theft of Vehicle,2015,6,21,18.0,30.0,GRAVELEY ST / SALSBURY DR,Grandview Woodland,495076.96,5457529.25,49.2705032,-123.0676747
513192,2017-03-01,Break and Enter Residential/Other,2017,3,9,12.0,45.0,34XX EAST BLVD,Shaughnessy,488904.64,5455832.23,49.25515736,-123.1524755
281515,2009-05-01,Mischief,2009,5,17,23.0,36.0,10XX DENMAN ST,West End,489852.57,5459574.01,49.28883175,-123.1395437
218612,2007-05-01,Vehicle Collision or Pedestrian Struck (with Injury),2007,5,20,18.0,58.0,1XX BLOCK E 53RD AVE,Sunset,492459.0,5452138.0,49.22198106,-123.1035611
278530,2009-04-01,Theft of Vehicle,2009,4,24,18.0,0.0,79XX INVERNESS ST,Sunset,494185.94,5451118.56,49.21282975,-123.0798302
280360,2009-07-01,Break and Enter Residential/Other,2009,7,7,19.0,0.0,10XX SALSBURY DR,Grandview Woodland,495089.78,5458098.22,49.27562129,-123.0675055
349424,2011-12-01,Break and Enter Residential/Other,2011,12,18,13.0,30.0,3XX W 12TH AVE,Mount Pleasant,491908.7,5456410.47,49.26040585,-123.1112046
425296,2014-02-01,Theft from Vehicle,2014,2,3,22.0,0.0,7XX PACIFIC BLVD,Central Business District,492005.87,5458173.62,49.27626698,-123.1099044
153584,2006-01-01,Break and Enter Commercial,2006,1,25,16.0,25.0,5X E 2ND AVE,Mount Pleasant,492466.07,5457380.59,49.26913938,-123.1035626
466649,2015-03-01,Theft of Bicycle,2015,3,15,11.0,20.0,4XX BEACH CRES,Central Business District,490683.88,5457746.09,49.27240256,-123.1280693
491508,2016-09-01,Break and Enter Commercial,2016,9,26,21.0,39.0,11XX DAVIE ST,West End,490449.3,5458647.8,49.28050997,-123.1313156
443220,2015-05-01,Break and Enter Commercial,2015,5,24,0.0,1.0,86XX SELKIRK ST,Marpole,490295.32,5450600.9,49.20812399,-123.1332378
107242,2005-02-01,Break and Enter Commercial,2005,2,27,1.0,29.0,19XX CORNWALL AVE,Kitsilano,489237.6,5457761.7,49.27251923,-123.1479518
246041,2008-12-01,Theft from Vehicle,2008,12,5,14.0,30.0,12XX BIDWELL ST,West End,489791.07,5459268.81,49.28608541,-123.1403816
35233,2003-02-01,Theft from Vehicle,2003,2,6,0.0,0.0,37XX W 50TH AVE,Kerrisdale,486317.67,5452658.56,49.22655721,-123.1879178
118593,2005-04-01,Break and Enter Commercial,2005,4,19,1.0,0.0,52XX VICTORIA DR,Kensington Cedar Cottage,495231.74,5453820.48,49.23714325,-123.0655029
276427,2009-04-01,Theft from Vehicle,2009,4,20,14.0,45.0,36XX W 15TH AVE,Kitsilano,486515.78,5456251.35,49.25887943,-123.1853178
126482,2005-10-01,Mischief,2005,10,15,19.0,54.0,10XX BURRARD ST,Central Business District,490730.37,5458609.87,49.28017311,-123.1274502
59158,2004-11-01,Mischief,2004,11,20,21.0,0.0,8XX AVISON WAY,Stanley Park,490530.96,5460905.93,49.30082343,-123.1302463
520865,2017-04-01,Break and Enter Commercial,2017,4,18,8.0,56.0,5XX W HASTINGS ST,Central Business District,491853.32,5459053.25,49.28417738,-123.1120196
158883,2006-08-01,Theft from Vehicle,2006,8,19,9.0,0.0,BEACH AVE / PACIFIC ST,West End,489886.35,5458734.73,49.28128286,-123.139058
476847,2016-01-01,Theft from Vehicle,2016,1,22,19.0,0.0,ALBERTA ST / W 7TH AVE,Mount Pleasant,491932.87,5456896.97,49.26478233,-123.1108823
496153,2016-05-01,Other Theft,2016,5,3,19.0,2.0,15XX COMMERCIAL DR,Grandview Woodland,494939.29,5457604.38,49.27117789,-123.0695682
237890,2008-08-01,Break and Enter Commercial,2008,8,19,18.0,45.0,7XX BURRARD ST,West End,491090.16,5458982.2,49.28352763,-123.1225117
70203,2004-11-01,Vehicle Collision or Pedestrian Struck (with Injury),2004,11,2,14.0,0.0,23XX LIONS GATE BRDG,Stanley Park,489675.0,5462167.0,49.31215302,-123.1420526
161806,2006-10-01,Theft from Vehicle,2006,10,24,22.0,0.0,4XX RICHARDS ST,Central Business District,491861.14,5459031.98,49.28398616,-123.1119116
460139,2015-12-01,Theft from Vehicle,2015,12,11,12.0,0.0,8XX W GEORGIA ST,Central Business District,491281.55,5458998.14,49.28367377,-123.1198804
257976,2008-11-01,Other Theft,2008,11,30,15.0,55.0,7XX GRANVILLE ST,Central Business District,491295.24,5458744.77,49.28139486,-123.1196866
216225,2007-12-01,Theft from Vehicle,2007,12,20,9.0,0.0,11XX MAINLAND ST,Central Business District,491230.73,5458088.69,49.2754924,-123.1205592
341105,2011-09-01,Vehicle Collision or Pedestrian Struck (with Injury),2011,9,4,3.0,30.0,HOWE ST / DAVIE ST,Central Business District,490748.0,5458346.0,49.27779983,-123.1272017
498088,2016-05-01,Theft from Vehicle,2016,5,23,21.0,0.0,5XX UNION ST,Strathcona,493199.69,5458310.82,49.27751557,-123.093494
372647,2012-08-01,Theft from Vehicle,2012,8,26,21.0,30.0,47XX GRANVILLE ST,Shaughnessy,489861.66,5454484.95,49.24305492,-123.1392898
43006,2003-06-01,Break and Enter Residential/Other,2003,6,26,13.0,45.0,53XX DUMFRIES ST,Kensington Cedar Cottage,494605.48,5453734.41,49.23636383,-123.0741048
272402,2009-11-01,Mischief,2009,11,1,1.0,41.0,MCGILL ST / N RENFREW ST,Hastings Sunrise,496796.88,5459546.39,49.28865916,-123.044048
40731,2003-06-01,Theft from Vehicle,2003,6,11,22.0,30.0,21XX W 10TH AVE,Kitsilano,488866.97,5456684.24,49.26282066,-123.1530168
284223,2009-09-01,Mischief,2009,9,4,9.0,45.0,43XX BALKAN ST,Riley Park,493054.6,5454848.44,49.24636916,-123.0954286
493656,2016-05-01,Break and Enter Commercial,2016,5,8,13.0,30.0,13XX E HASTINGS ST,Grandview Woodland,494423.02,5458729.99,49.28129846,-123.0766809
238279,2008-02-01,Theft from Vehicle,2008,2,18,0.0,0.0,6XX W 7TH AVE,Fairview,491345.81,5456931.68,49.26508653,-123.1189521
285746,2009-02-01,Vehicle Collision or Pedestrian Struck (with Injury),2009,2,1,7.0,40.0,QUEBEC ST / E 2ND AVE,Mount Pleasant,492528.0,5457383.0,49.26916182,-123.1027113
45011,2003-06-01,Theft from Vehicle,2003,6,1,2.0,0.0,16XX GRANVILLE ST,Central Business District,490419.58,5457877.16,49.27357748,-123.1317058
260620,2009-03-01,Mischief,2009,3,27,2.0,33.0,34XX CAROLINA ST,Riley Park,493306.46,5455755.01,49.25452675,-123.0919833
281909,2009-05-01,Break and Enter Commercial,2009,5,20,4.0,0.0,9X POWELL ST,Central Business District,492561.83,5458952.93,49.28328402,-123.1022755
456861,2015-11-01,Theft from Vehicle,2015,11,7,21.0,0.0,8X E PENDER ST,Central Business District,492528.98,5458642.98,49.28049557,-123.1027214
461407,2015-05-01,Theft from Vehicle,2015,5,25,19.0,45.0,2XX E 1ST AVE,Strathcona,492840.46,5457367.54,49.26902649,-123.0984159
90824,2004-03-01,Theft from Vehicle,2004,3,13,22.0,30.0,32XX E 45TH AVE,Killarney,497334.79,5452947.75,49.2293056,-123.0366069
477927,2016-07-01,Break and Enter Commercial,2016,7,1,2.0,0.0,8XX W BROADWAY AVE,Fairview,491128.16,5456731.05,49.26327871,-123.1219393
176469,2006-06-01,Other Theft,2006,6,14,13.0,5.0,6XX GRANVILLE ST,Central Business District,491445.91,5458896.41,49.28276102,-123.1176182
128472,2005-09-01,Other Theft,2005,9,6,16.0,54.0,7XX GRANVILLE ST,Central Business District,491295.24,5458744.77,49.28139486,-123.1196866
152308,2006-04-01,Break and Enter Commercial,2006,4,27,16.0,40.0,3XX WATER ST,Central Business District,492037.75,5459076.99,49.28439336,-123.1094841
328735,2011-08-01,Other Theft,2011,8,1,11.0,43.0,5XX W 8TH AVE,Fairview,491615.84,5456820.37,49.26408904,-123.1152382
3481,2003-12-01,Vehicle Collision or Pedestrian Struck (with Injury),2003,12,18,12.0,0.0,BRIDGEWAY ST / MCGILL ST,Hastings Sunrise,497341.0,5459480.0,49.28806458,-123.036565
330833,2011-01-01,Theft of Vehicle,2011,1,7,14.0,30.0,5XX W CORDOVA ST,Central Business District,491899.73,5459152.95,49.28507482,-123.1113835
499185,2016-05-01,Mischief,2016,5,30,13.0,51.0,COMMODORE RD / MOBERLY RD,Fairview,491421.18,5457140.47,49.2669657,-123.1179206
235225,2008-10-01,Theft from Vehicle,2008,10,18,23.0,0.0,2XX E 24TH AVE,Riley Park,492654.36,5455176.69,49.24931716,-123.1009339
406596,2013-02-01,Other Theft,2013,2,18,11.0,46.0,20XX W BROADWAY AVE,Kitsilano,488897.49,5456790.22,49.26377453,-123.1526003
106167,2005-12-01,Other Theft,2005,12,17,9.0,15.0,34XX KINGSWAY AVE,Renfrew Collingwood,497635.74,5453285.35,49.23234363,-123.0324753
